rcid,role_k50,year,posting_count,log_count,w_loo,log_w_loo,residual,fitted
494205,Engineer,2025,1,0.0,172417.50567297245,12.057674173083312,-0.8353775365208005,0.8353775365208005
494205,Marketing Coordinator,2022,1,0.0,116687.5,11.667254700284078,-0.7302041864311115,0.7302041864311115
494205,Operations Coordinator,2021,2,0.6931471805599453,122250.0,11.713823407337118,-0.04755452426918805,0.7407017048291333
494205,Operations Coordinator,2025,10,2.302585092994046,156358.33333333334,11.959905660687467,1.4975143352763676,0.8050707577176783
494205,Product Marketing,2022,1,0.0,123250.0,11.721970091904936,-0.7425888991478788,0.7425888991478788
494205,Product Marketing,2025,2,0.6931471805599453,177320.1600952148,12.08571219171903,-0.1514826175332834,0.8446297980932287
494205,Project Consultant,2018,1,0.0,132500.5,11.7943416979862,-0.7600463901934342,0.7600463901934342
494205,Retail Sales Associate,2017,1,0.0,82500.0,11.320553572322773,-0.6656857306589992,0.6656857306589992
494205,Retail Sales Associate,2018,15,2.70805020110221,56750.25,10.94641534062029,2.090959252352328,0.6170909487498818
494205,Retail Sales Associate,2022,16,2.772588722239781,124678.57142857143,11.73349427591197,2.02730383120798,0.7452848910318011
494205,Sales Representative,2022,1,0.0,80333.33333333333,11.293939923804682,-0.6615968096350505,0.6615968096350505
494205,Sales Representative,2025,7,1.9459101490553132,193157.28125,12.171260064769351,1.0713926258934894,0.8745175231618239
494205,Software Developer,2017,1,0.0,119300.0,11.689396608086007,-0.7351344815888341,0.7351344815888341
494205,Software Developer,2022,2,0.6931471805599453,136320.0,11.822760342063143,-0.0741073483339375,0.7672545288938828
494205,Software Developer,2023,1,0.0,158532.075,11.973712217756848,-0.8091730306414322,0.8091730306414322
494205,Software Developer,2025,3,1.0986122886681098,180967.3899793249,12.106072128156061,0.24709945905842956,0.8515128296096802
494205,Supply Chain Analyst,2021,5,1.6094379124341003,91130.0,11.420042337490173,0.9274656948043274,0.6819722176297729
494205,Supply Chain Analyst,2022,5,1.6094379124341003,95250.0,11.464260292988948,0.9196904542110959,0.6897474582230044
494205,Supply Chain Analyst,2023,2,0.6931471805599453,163000.0,12.0015054797889,-0.12445769275806795,0.8176048733180132
494205,Supply Chain Analyst,2025,3,1.0986122886681098,155794.998805455,11.95629631181021,0.29460465267099667,0.8040076359971131
494205,Technician,2022,5,1.6094379124341003,132666.66666666666,11.795594995598465,0.8490779334513678,0.7603599789827324
494205,Technician,2025,11,2.3978952727983707,100118.998413086,11.514114741631168,1.6989590684322093,0.6989362043661613
604981,Business Development Strategist,2021,1,0.0,77525.0,11.25835574396865,-0.6562969389232401,0.6562969389232401
604981,Marketing Coordinator,2025,1,0.0,185450.0,12.130540582917737,-0.8599723857738499,0.8599723857738499
604981,Product Marketing,2021,1,0.0,120916.66666666667,11.702856882078324,-0.7381854457374727,0.7381854457374727
604981,Retail Sales Associate,2022,2,0.6931471805599453,98862.07142857143,11.50148093979308,-0.0034169583419622063,0.6965641389019075
